Gene ID	Gene Name	ERR2704715	ERR2704716	ERR2704714	ERR2704720	ERR2704719	ERR2704713	ERR2704717	ERR2704718	ERR2704712
ENSG00000131115	ZNF227	159	198	157	179	186	173	250	280	196
ENSG00000131116	ZNF428	474	424	460	478	649	360	367	803	575
ENSG00000131126	TEX101	1	0	0	0	0	0	0	1	0
ENSG00000131127	ZNF141	301	352	223	171	243	203	340	201	424
ENSG00000131142	CCL25	2	0	0	1	2	1	0	10	1
ENSG00000131143	COX4I1	8017	6177	7303	6251	6347	5877	5917	2480	8016
ENSG00000131148	EMC8	313	287	292	441	400	321	276	400	385
ENSG00000131149	GSE1	2236	2287	1775	3100	3151	2400	2144	2180	2349
ENSG00000131152		0	0	0	0	0	0	0	0	0
ENSG00000131153	GINS2	273	163	247	478	559	253	171	603	433
ENSG00000131165	CHMP1A	1181	970	1350	1043	908	944	1034	1499	1432
ENSG00000131171	SH3BGRL	378	424	384	462	546	387	521	801	541
ENSG00000131174	COX7B	3555	3632	3082	3066	3374	2631	2790	673	3452
ENSG00000131183	SLC34A1	0	0	0	0	0	0	0	0	0
ENSG00000131187	F12	1	2	5	1	6	6	1	4	8
ENSG00000131188	PRR7	31	32	17	40	57	28	20	40	30
ENSG00000131196	NFATC1	296	310	384	392	367	313	279	1002	465
ENSG00000131203	IDO1	0	0	0	0	0	0	0	1	0
ENSG00000131233	GJA9	0	1	0	0	0	1	0	1	0
ENSG00000131236	CAP1	568	533	644	667	506	576	696	778	721
ENSG00000131238	PPT1	436	454	542	510	640	471	573	1210	653
ENSG00000131242	RAB11FIP4	20	10	18	19	22	18	13	416	32
ENSG00000131263	RLIM	700	869	540	866	681	804	914	761	744
ENSG00000131264	CDX4	0	0	0	0	0	0	0	1	0
ENSG00000131269	ABCB7	548	729	605	519	559	538	784	335	531
ENSG00000131323	TRAF3	253	190	215	278	212	245	175	675	255
ENSG00000131351	HAUS8	63	86	92	132	99	76	93	132	139
ENSG00000131355	ADGRE3	0	4	1	0	0	0	1	0	0
ENSG00000131368	MRPS25	1713	2013	1918	1466	1597	1486	2000	1054	2406
ENSG00000131370	SH3BP5	113	171	201	177	91	158	155	302	135
ENSG00000131373	HACL1	168	131	131	118	114	108	153	233	107
ENSG00000131374	TBC1D5	851	1119	1046	1029	855	879	1253	1144	1281
ENSG00000131375	CAPN7	450	656	482	513	448	597	817	587	559
ENSG00000131378	RFTN1	439	504	422	485	477	402	422	150	410
ENSG00000131379	C3orf20	1	8	14	11	1	2	18	1	3
ENSG00000131381	RBSN	595	663	611	595	469	539	692	997	600
ENSG00000131386	GALNT15	7	9	24	8	7	4	12	110	10
ENSG00000131389	SLC6A6	711	1017	1008	582	334	756	441	960	534
ENSG00000131398	KCNC3	40	50	121	85	65	61	67	152	131
ENSG00000131400	NAPSA	12	8	28	10	20	23	38	23	36
ENSG00000131401	NAPSB	3	14	6	3	7	1	11	7	7
ENSG00000131408	NR1H2	690	771	830	490	467	481	640	304	722
ENSG00000131409	LRRC4B	254	242	291	320	299	232	221	716	348
ENSG00000131435	PDLIM4	504	239	322	461	207	235	135	701	214
ENSG00000131437	KIF3A	149	156	122	129	102	132	210	390	157
ENSG00000131446	MGAT1	1444	1211	1571	1054	922	989	1180	1481	1524
ENSG00000131459	GFPT2	247	181	242	177	166	223	202	332	245
ENSG00000131462	TUBG1	534	512	495	643	616	543	399	347	570
ENSG00000131467	PSME3	656	556	509	701	623	489	613	1019	752
ENSG00000131469	RPL27	7350	6324	6781	6774	7896	5438	5642	6416	7298
ENSG00000131470	PSMC3IP	83	42	88	118	109	70	110	238	109
ENSG00000131471	AOC3	310	329	495	176	113	316	319	62	287
ENSG00000131473	ACLY	1059	1051	1006	1576	1253	1301	1060	2220	1170
ENSG00000131475	VPS25	497	413	488	463	552	339	397	520	542
ENSG00000131477	RAMP2	616	549	771	654	724	484	458	338	815
ENSG00000131480	AOC2	38	22	34	30	22	33	31	105	40
ENSG00000131482	G6PC1	0	0	0	0	0	0	0	0	0
ENSG00000131484		0	0	0	0	0	2	0	0	0
ENSG00000131495	NDUFA2	493	470	538	497	621	389	368	226	545
ENSG00000131503	ANKHD1	27	32	37	33	61	27	51	65	41
ENSG00000131504	DIAPH1	1007	947	790	979	863	891	889	1392	968
ENSG00000131507	NDFIP1	1057	1239	1015	1064	1040	994	1160	1093	1176
ENSG00000131508	UBE2D2	1140	1203	1028	1246	1252	1122	1225	1132	1240
ENSG00000131538	TTTY6	0	0	0	0	0	0	0	0	0
ENSG00000131548	TTTY6B	0	0	0	0	0	0	0	0	0
ENSG00000131558	EXOC4	663	708	825	990	933	676	895	1124	850
ENSG00000131584	ACAP3	2947	2443	1821	1822	1665	1822	1811	1976	3146
ENSG00000131591	C1orf159	245	202	228	219	223	174	146	468	298
ENSG00000131620	ANO1	226	253	266	78	90	177	361	118	189
ENSG00000131626	PPFIA1	742	737	772	771	530	598	781	1147	775
ENSG00000131634	TMEM204	360	319	510	201	187	211	336	240	432
ENSG00000131650	KREMEN2	8	6	6	10	22	8	0	373	14
ENSG00000131652	THOC6	370	216	324	299	330	254	172	454	365
ENSG00000131653	TRAF7	1251	1192	1425	1405	1209	1217	1013	1117	1526
ENSG00000131668	BARX1	2	0	0	0	1	1	0	71	0
ENSG00000131669	NINJ1	380	224	303	257	273	206	190	304	306
ENSG00000131686	CA6	0	0	0	0	0	0	0	0	0
ENSG00000131697	NPHP4	212	253	228	265	199	256	225	502	287
ENSG00000131711	MAP1B	2200	2318	1868	2413	1550	2491	2565	2052	2302
ENSG00000131721	RHOXF2	0	0	1	1	0	0	0	0	0
ENSG00000131724	IL13RA1	279	353	303	299	323	296	327	603	316
ENSG00000131725	WDR44	258	358	239	180	165	266	354	218	256
ENSG00000131730	CKMT2	6141	7425	4540	2047	1814	4075	5566	56	4173
ENSG00000131732	ZCCHC9	217	162	160	180	174	151	263	290	275
ENSG00000131737	KRT34	0	0	0	0	0	0	0	1	0
ENSG00000131738	KRT33B	0	0	0	0	0	0	0	0	0
ENSG00000131746	TNS4	0	3	0	1	0	0	0	4	0
ENSG00000131747	TOP2A	2604	3879	3349	3211	2681	4003	4930	4651	3574
ENSG00000131748	STARD3	858	718	794	723	712	580	666	957	968
ENSG00000131759	RARA	1047	1038	1006	1540	1294	1204	773	878	1030
ENSG00000131771	PPP1R1B	126	78	88	38	60	67	66	106	93
ENSG00000131773	KHDRBS3	635	237	303	295	321	500	473	244	261
ENSG00000131778	CHD1L	383	355	346	516	691	335	338	1201	587
ENSG00000131779	PEX11B	318	326	307	197	205	206	302	280	265
ENSG00000131781	FMO5	13	23	24	11	14	17	35	40	32
ENSG00000131788	PIAS3	723	700	712	617	627	483	597	1551	859
ENSG00000131791	PRKAB2	725	1253	948	872	787	982	1369	718	886
ENSG00000131797	CLUHP3	210	246	271	141	138	135	256	340	377
ENSG00000131808	FSHB	0	0	0	0	0	0	0	0	0
ENSG00000131828	PDHA1	3900	4166	3951	3619	3483	3426	4002	1103	4122
ENSG00000131831	RAI2	69	46	58	49	38	73	56	47	79
ENSG00000131844	MCCC2	805	957	887	717	758	780	1114	603	1009
ENSG00000131845	ZNF304	310	293	285	225	163	222	335	186	293
ENSG00000131848	ZSCAN5A	77	78	81	40	37	39	99	112	97
ENSG00000131849	ZNF132	215	187	162	89	107	152	224	115	184
ENSG00000131864	USP29	0	0	1	0	0	0	0	0	0
ENSG00000131871	SELENOS	513	432	491	374	406	310	480	325	488
ENSG00000131873	CHSY1	731	714	918	1578	1225	824	729	1388	985
ENSG00000131876	SNRPA1	417	460	421	470	543	405	417	686	500
ENSG00000131885	KRT17P1	0	0	0	0	0	0	0	2	0
ENSG00000131899	LLGL1	1132	1047	1406	1408	1031	1092	827	2757	1362
ENSG00000131910	NR0B2	4	5	24	4	6	2	10	0	11
ENSG00000131914	LIN28A	0	0	0	0	1	0	0	0	0
ENSG00000131931	THAP1	86	97	80	62	62	63	112	68	90
ENSG00000131941	RHPN2	179	211	138	322	179	175	109	12	128
ENSG00000131943	C19orf12	444	310	337	204	198	249	351	390	451
ENSG00000131944	FAAP24	10	10	35	30	16	12	27	38	28
ENSG00000131951	LRRC9	0	0	0	0	0	0	0	2	3
ENSG00000131966	ACTR10	835	874	775	778	930	798	979	736	796
ENSG00000131969	ABHD12B	11	14	19	12	12	13	9	10	20
ENSG00000131979	GCH1	34	21	19	25	12	31	26	40	28
ENSG00000131981	LGALS3	2922	2884	2118	1180	1743	1897	3014	167	2143
ENSG00000131982	UBE2L2	0	0	0	0	0	0	0	0	0
ENSG00000132000	PODNL1	13	8	13	9	9	10	10	50	20
ENSG00000132002	DNAJB1	1037	734	719	1140	1641	3451	697	3218	1600
ENSG00000132003	ZSWIM4	83	76	162	84	86	86	97	169	132
ENSG00000132004	FBXW9	51	69	108	103	90	74	47	143	113
ENSG00000132005	RFX1	350	380	439	289	233	316	284	472	492
ENSG00000132010	ZNF20	2	7	8	3	3	9	5	5	16
ENSG00000132016	BRME1	47	31	86	53	52	45	79	164	108
ENSG00000132017	DCAF15	572	455	667	594	577	386	402	1114	694
ENSG00000132024	CC2D1A	588	580	618	605	638	515	535	1021	711
ENSG00000132026	RTBDN	0	0	0	0	0	0	0	0	1
ENSG00000132031	MATN3	23	14	39	33	14	19	23	93	29
ENSG00000132109	TRIM21	205	140	168	103	145	100	145	109	144
ENSG00000132122	SPATA6	137	176	170	108	148	144	218	285	217
ENSG00000132128	LRRC41	1617	1733	1638	1600	1536	1420	1368	1908	1717
ENSG00000132141	CCT6B	26	18	25	19	37	29	15	23	16
ENSG00000132153	DHX30	1459	1550	1532	1692	1465	1176	1309	2235	1587
ENSG00000132155	RAF1	3278	3919	3165	2785	2580	3064	3472	3523	3275
ENSG00000132164	SLC6A11	0	0	0	0	0	0	1	1	2
ENSG00000132170	PPARG	66	57	34	20	25	48	56	19	22
ENSG00000132182	NUP210	897	866	772	1328	1059	995	864	153	1702
ENSG00000132185	FCRLA	1	0	2	2	1	1	2	2	2
ENSG00000132196	HSD17B7	87	103	71	91	127	73	115	116	120
ENSG00000132199	ENOSF1	1405	1300	2157	1334	1639	1303	1510	1101	2309
ENSG00000132204	LINC00470	0	1	5	0	1	0	2	4	0
ENSG00000132205	EMILIN2	3771	3361	2850	2949	2628	3227	3508	464	4018
ENSG00000132207	SLX1A	0	0	0	0	0	1	0	0	2
ENSG00000132254	ARFIP2	695	642	568	708	748	518	435	955	617
ENSG00000132256	TRIM5	228	272	255	230	210	151	314	474	323
ENSG00000132259	CNGA4	6	0	1	3	0	5	1	6	7
ENSG00000132274	TRIM22	87	99	71	49	35	48	103	43	60
ENSG00000132275	RRP8	316	394	358	407	412	325	352	339	412
ENSG00000132286	TIMM10B	227	267	203	200	225	192	280	317	240
ENSG00000132294	EFR3A	412	552	473	441	342	496	584	294	472
ENSG00000132297	HHLA1	0	1	0	0	0	0	0	0	0
ENSG00000132300	PTCD3	1721	2369	1701	1797	1864	1741	2259	1785	2142
ENSG00000132305	IMMT	2867	3305	2634	2988	2983	2808	3205	1057	3007
ENSG00000132313	MRPL35	635	644	621	617	576	525	825	373	704
ENSG00000132321	IQCA1	43	44	74	93	97	59	80	388	93
ENSG00000132323	ILKAP	459	457	471	497	572	364	425	583	512
ENSG00000132326	PER2	245	183	184	168	111	178	164	285	139
ENSG00000132329	RAMP1	2224	2077	1408	546	467	1118	1342	60	930
ENSG00000132330	SCLY	68	70	48	87	67	60	37	86	74
ENSG00000132334	PTPRE	172	189	194	120	118	115	217	110	175
ENSG00000132341	RAN	2550	2430	2500	3471	3828	2515	2315	3092	3052
ENSG00000132356	PRKAA1	427	587	542	420	365	396	647	519	547
ENSG00000132357	CARD6	71	50	71	31	28	34	75	20	54
ENSG00000132359	RAP1GAP2	2472	2186	1617	922	536	1671	1432	305	1506
ENSG00000132361	CLUH	2975	3543	3039	2607	1718	2443	2660	841	3145
ENSG00000132376	INPP5K	435	467	568	309	387	359	501	365	569
ENSG00000132382	MYBBP1A	676	622	630	749	671	561	505	1153	684
ENSG00000132383	RPA1	1100	1280	1203	1238	1294	1170	1460	1689	1166
ENSG00000132386	SERPINF1	513	457	638	173	307	356	447	1647	451
ENSG00000132388	UBE2G1	555	548	458	623	538	461	502	579	535
ENSG00000132394	EEFSEC	356	390	350	374	445	285	319	267	480
ENSG00000132405	TBC1D14	291	376	347	315	191	380	349	480	371
ENSG00000132406	TMEM128	160	125	180	152	151	116	186	285	212
ENSG00000132423	COQ3	220	250	156	207	215	219	274	158	218
ENSG00000132424	PNISR	3155	4089	3004	2571	2738	2776	4629	5037	3843
ENSG00000132429	POPDC3	1021	1062	890	807	916	842	1483	31	933
ENSG00000132432	SEC61G	473	466	432	555	548	403	518	414	471
ENSG00000132434	LANCL2	150	195	192	192	168	108	137	433	183
ENSG00000132436	FIGNL1	195	164	183	145	103	158	276	347	268
ENSG00000132437	DDC	4	2	2	1	2	8	4	2	5
ENSG00000132446	FTHL17	0	0	0	0	0	0	0	0	0
ENSG00000132463	GRSF1	1380	1717	1648	1728	1689	1508	1959	1023	1698
ENSG00000132464	ENAM	55	49	24	8	4	16	53	0	18
ENSG00000132465	JCHAIN	0	1	0	0	0	1	2	3	1
ENSG00000132466	ANKRD17	1730	2161	1923	1785	1272	1711	2354	2609	1998
ENSG00000132467	UTP3	251	215	228	196	177	162	320	268	223
ENSG00000132470	ITGB4	116	109	107	102	67	81	97	300	141
ENSG00000132471	WBP2	1660	2132	1874	1810	1622	1361	1376	717	1558
ENSG00000132475	H3-3B	3682	4986	4176	4142	5121	2731	4161	18101	3551
ENSG00000132478	UNK	843	944	922	704	845	694	834	1293	1029
ENSG00000132481	TRIM47	371	282	436	301	306	324	335	37	454
ENSG00000132485	ZRANB2	740	1013	621	567	703	678	1099	1371	832
ENSG00000132507	EIF5A	2354	1994	1943	2257	2157	1723	1618	1541	2347
ENSG00000132510	KDM6B	1825	1899	1562	2028	1553	1710	1315	1692	1395
ENSG00000132514	CLEC10A	8	24	2	1	0	8	14	1	1
ENSG00000132517	SLC52A1	0	1	1	0	2	1	1	10	1
ENSG00000132518	GUCY2D	0	1	0	0	1	1	2	2	0
ENSG00000132522	GPS2	60	32	33	29	26	26	18	57	48
ENSG00000132530	XAF1	148	95	47	11	19	50	81	6	74
ENSG00000132535	DLG4	1058	1030	1182	1053	1143	974	921	1877	1452
ENSG00000132541	RIDA	81	118	90	88	119	98	149	77	159
ENSG00000132549	VPS13B	613	758	749	632	476	598	721	1815	767
ENSG00000132554	RGS22	8	4	5	15	17	13	13	11	7
ENSG00000132561	MATN2	1574	1726	2809	1407	1353	1636	1643	356	2045
ENSG00000132563	REEP2	275	272	397	319	227	331	249	161	370
ENSG00000132570	PCBD2	94	139	140	129	91	95	152	131	161
ENSG00000132581	SDF2	339	311	412	282	310	232	323	505	406
ENSG00000132589	FLOT2	2435	1785	2227	2094	1935	1784	1888	999	2525
ENSG00000132591	ERAL1	626	652	717	752	720	492	675	821	744
ENSG00000132600	PRMT7	721	655	761	641	641	542	689	918	838
ENSG00000132603	NIP7	134	66	125	93	97	101	139	224	189
ENSG00000132604	TERF2	324	348	416	366	335	298	393	522	439
ENSG00000132612	VPS4A	716	654	647	548	521	495	651	733	788
ENSG00000132613	MTSS2	1299	1411	1182	1313	843	1284	1171	604	1008
ENSG00000132622	HSPA12B	575	405	517	302	315	372	542	1387	598
ENSG00000132623	ANKEF1	44	25	54	28	21	31	79	55	62
ENSG00000132631	SCP2D1	0	0	0	2	1	0	0	0	0
ENSG00000132635	PCED1A	688	659	792	584	627	492	545	1517	1035
ENSG00000132639	SNAP25	60	28	68	109	122	90	28	91	120
ENSG00000132640	BTBD3	874	1137	1068	592	598	648	1229	1507	1046
ENSG00000132646	PCNA	785	581	760	1091	1211	758	798	1699	1059
ENSG00000132661	NXT1	114	83	144	189	163	93	95	277	152
ENSG00000132664	POLR3F	125	123	125	101	118	84	188	228	167
ENSG00000132669	RIN2	659	731	717	488	495	456	922	538	868
ENSG00000132670	PTPRA	933	1026	1167	1121	1099	915	1091	1879	1172
ENSG00000132671	SSTR4	1	0	3	4	2	1	0	0	0
ENSG00000132676	DAP3	1123	1214	1116	1299	1370	1019	1174	1062	1218
ENSG00000132677	RHBG	0	0	0	1	0	0	0	0	3
ENSG00000132680	KHDC4	1136	1355	1099	825	892	929	1243	1431	1304
ENSG00000132681	ATP1A4	6	2	5	8	4	5	3	6	7
ENSG00000132688	NES	10303	5931	5568	13640	7581	8358	5864	4024	7736
ENSG00000132692	BCAN	9	6	8	7	9	4	5	13	14
ENSG00000132693	CRP	0	0	0	0	0	0	0	0	0
ENSG00000132694	ARHGEF11	1156	1298	1166	1164	915	992	1060	1901	1645
ENSG00000132698	RAB25	1	0	2	0	6	1	1	80	2
ENSG00000132702	HAPLN2	41	43	29	39	52	26	45	17	56
ENSG00000132703	APCS	0	0	0	0	0	0	0	0	0
ENSG00000132704	FCRL2	0	0	0	0	0	0	2	0	0
ENSG00000132716	DCAF8	1046	1391	1273	1051	1139	837	1202	1347	1246
ENSG00000132718	SYT11	489	479	580	556	517	489	594	709	558
ENSG00000132740	IGHMBP2	476	338	487	489	570	363	405	698	559
ENSG00000132744	ACY3	0	0	5	3	3	2	3	9	7
ENSG00000132746	ALDH3B2	0	1	1	4	3	0	1	12	0
ENSG00000132749	TESMIN	81	99	147	59	72	100	112	61	138
ENSG00000132763	MMACHC	170	281	235	191	131	152	216	133	267
ENSG00000132768	DPH2	266	261	297	306	243	232	232	350	308
ENSG00000132773	TOE1	146	75	131	107	94	71	119	280	160
ENSG00000132780	NASP	3337	2731	3026	3624	3749	3015	3524	8158	3840
ENSG00000132781	MUTYH	245	219	293	203	242	182	200	516	348
ENSG00000132792	CTNNBL1	419	381	418	545	532	331	437	599	434
ENSG00000132793	LPIN3	807	779	908	366	414	548	749	298	971
ENSG00000132801	ZSWIM3	85	47	99	40	30	45	71	71	56
ENSG00000132819	RBM38	2330	1768	2266	2501	2559	2609	1787	370	2260
ENSG00000132821	VSTM2L	1067	700	953	692	292	673	453	30	572
ENSG00000132823	OSER1	424	483	461	545	496	376	495	402	441
ENSG00000132824	SERINC3	1214	1628	1332	1027	970	1011	1826	531	1250
ENSG00000132825	PPP1R3D	117	148	124	72	57	92	198	36	137
ENSG00000132832		0	0	0	0	0	0	0	0	0
ENSG00000132837	DMGDH	6	10	13	9	8	4	12	18	10
ENSG00000132840	BHMT2	12	17	12	8	12	10	13	15	17
ENSG00000132842	AP3B1	453	660	510	701	643	625	765	735	652
ENSG00000132846	ZBED3	398	419	386	280	205	216	364	562	437
ENSG00000132849	PATJ	348	534	326	405	439	434	560	527	405
ENSG00000132854	KANK4	116	83	197	191	138	188	74	643	271
ENSG00000132855	ANGPTL3	3	1	3	0	0	1	1	10	1
ENSG00000132872	SYT4	7	15	19	40	56	9	5	26	17
ENSG00000132874	SLC14A2	3	0	2	1	3	0	0	15	1
ENSG00000132879	FBXO44	346	453	453	300	220	269	285	411	421
ENSG00000132881	CPLANE2	57	52	46	24	23	37	75	42	49
ENSG00000132906	CASP9	582	715	488	692	588	434	392	235	596
ENSG00000132911	NMUR2	5	2	13	16	41	13	4	5	17
ENSG00000132912	DCTN4	801	1210	899	781	843	802	1333	1047	984
ENSG00000132915	PDE6A	23	17	13	15	18	25	21	0	33
ENSG00000132932	ATP8A2	125	83	95	102	90	71	103	170	139
ENSG00000132938	MTUS2	3088	4965	3633	3463	2986	2855	4238	116	4604
ENSG00000132950	ZMYM5	201	259	207	173	176	177	285	443	206
ENSG00000132952	USPL1	393	514	305	340	353	306	440	602	394
ENSG00000132953	XPO4	1348	1532	1715	1625	1396	2026	2985	779	2756
ENSG00000132958	TPTE2	2	1	0	2	2	0	4	3	5
ENSG00000132963	POMP	823	706	600	732	827	687	908	501	777
ENSG00000132964	CDK8	272	238	268	433	425	302	254	398	406
ENSG00000132965	ALOX5AP	9	5	6	9	13	6	22	11	10
ENSG00000132967	HMGB1P5	104	88	101	118	109	131	87	225	127
ENSG00000132970	WASF3	137	113	242	381	300	280	144	233	376
ENSG00000132972	RNF17	2	0	0	2	0	5	0	0	1
ENSG00000132975	GPR12	0	0	0	0	0	0	0	2	0
ENSG00000133019	CHRM3	20	25	22	10	22	18	34	85	44
ENSG00000133020	MYH8	1	0	0	4	5	3	3	335	4
ENSG00000133026	MYH10	3585	3347	6168	8775	5473	4564	3896	6237	7008
ENSG00000133027	PEMT	353	366	360	372	453	297	243	218	420
ENSG00000133028	SCO1	497	488	379	410	370	398	568	433	533
ENSG00000133030	MPRIP	6591	6658	6015	5273	4100	6072	6822	4996	7072
ENSG00000133048	CHI3L1	3	16	4	19	6	8	3	42	8
ENSG00000133055	MYBPH	4	0	3	22	4	6	1	845	0
ENSG00000133056	PIK3C2B	663	685	671	655	476	615	899	702	814
ENSG00000133059	DSTYK	354	312	428	266	207	307	403	489	376
ENSG00000133063	CHIT1	7	11	6	28	15	6	2	1	6
ENSG00000133065	SLC41A1	3217	3858	2348	2471	1765	3174	3256	830	2689
ENSG00000133067	LGR6	60	47	255	43	11	53	26	131	132
ENSG00000133069	TMCC2	590	493	1013	607	678	917	676	201	585
ENSG00000133083	DCLK1	57	60	78	45	35	58	87	247	72
ENSG00000133101	CCNA1	64	121	75	32	24	53	96	34	88
ENSG00000133103	COG6	360	579	365	425	461	361	493	506	530
ENSG00000133104	SPART	395	553	455	420	439	363	439	953	445
ENSG00000133105	RXFP2	0	0	0	0	0	0	0	1	0
ENSG00000133106	EPSTI1	88	88	94	195	216	88	113	38	147
ENSG00000133107	TRPC4	12	31	39	24	13	13	11	73	9
ENSG00000133110	POSTN	7745	11213	9212	6315	6702	10028	13109	6490	9584
ENSG00000133111	RFXAP	82	95	62	47	70	43	112	138	91
ENSG00000133112	TPT1	19109	17837	17083	17438	23175	14739	22354	11918	19262
ENSG00000133114	GPALPP1	311	382	316	220	286	226	499	495	397
ENSG00000133115	STOML3	2	0	0	1	3	0	0	1	0
ENSG00000133116	KL	28	30	25	8	7	23	47	15	17
ENSG00000133119	RFC3	139	121	152	201	197	168	205	250	198
ENSG00000133121	STARD13	644	706	675	530	425	480	868	340	665
ENSG00000133124	IRS4	6	3	8	2	0	2	2	26	8
ENSG00000133131	MORC4	250	275	251	224	321	282	356	773	368
ENSG00000133134	BEX2	117	116	154	191	230	136	127	231	124
ENSG00000133135	RNF128	5	2	5	5	16	0	0	4	2
ENSG00000133136	GNG5P2	2	1	5	3	7	6	8	2	4
ENSG00000133138	TBC1D8B	64	61	59	62	56	64	106	86	95
ENSG00000133142	TCEAL4	1277	1265	1123	1173	1395	964	1369	965	1201
ENSG00000133169	BEX1	398	405	318	442	614	364	391	184	398
ENSG00000133193	FAM104A	148	193	186	226	184	166	165	190	188
ENSG00000133195	SLC39A11	39	30	55	78	79	42	74	127	95
ENSG00000133216	EPHB2	165	157	270	315	180	168	161	1526	330
ENSG00000133226	SRRM1	2678	2875	2431	2226	2048	1889	2880	2844	2822
ENSG00000133243	BTBD2	1818	1911	2103	1506	1416	1442	1357	1881	2305
ENSG00000133246	PRAM1	22	27	26	13	22	13	15	35	25
ENSG00000133247	KMT5C	577	683	596	560	612	507	407	521	750
ENSG00000133250	ZNF414	185	220	282	166	182	164	164	225	257
ENSG00000133256	PDE6B	315	266	358	240	267	195	247	177	350
ENSG00000133265	HSPBP1	779	694	752	569	591	494	563	518	777
ENSG00000133275	CSNK1G2	883	727	813	826	862	752	666	1364	1064
ENSG00000133302	SLF1	133	323	228	234	218	151	476	372	266
ENSG00000133313	CNDP2	862	780	777	855	742	749	730	990	1005
ENSG00000133315	MACROD1	397	415	386	293	291	320	302	274	439
ENSG00000133316	WDR74	304	352	295	315	326	158	216	283	321
ENSG00000133317	LGALS12	0	1	1	0	4	5	0	4	2
ENSG00000133318	RTN3	1521	1441	1401	1404	1682	1405	1916	836	1710
ENSG00000133321	PLAAT4	16	13	10	7	4	9	14	7	11
ENSG00000133328	PLAAT2	1	0	0	0	0	0	0	1	0
ENSG00000133392	MYH11	822	565	2835	1139	353	946	668	54	1435
ENSG00000133393	CEP20	213	294	278	180	216	193	401	302	277
ENSG00000133398	MED10	240	299	345	292	305	205	359	352	342
ENSG00000133401	PDZD2	1106	1423	1110	664	498	1032	2118	1228	1075
ENSG00000133422	MORC2	631	637	681	830	761	653	633	1039	730
ENSG00000133424	LARGE1	3098	4330	3310	1068	727	2074	4668	484	2181
ENSG00000133433	GSTT2B	41	57	24	58	101	52	24	34	30
ENSG00000133454	MYO18B	8582	7937	7619	6998	4637	5871	6450	170	6550
ENSG00000133460	SLC2A11	378	476	431	243	258	220	515	550	564
ENSG00000133466	C1QTNF6	336	342	480	284	412	253	329	500	514
ENSG00000133475	GGT2	0	0	5	12	5	2	1	0	7
ENSG00000133477	FAM83F	10	18	9	3	1	8	10	24	8
ENSG00000133488	SEC14L4	2	6	21	17	9	21	4	7	4
ENSG00000133519	ZDHHC8P1	31	22	55	215	177	28	25	293	66
ENSG00000133561	GIMAP6	203	142	234	53	56	102	213	63	208
ENSG00000133574	GIMAP4	129	113	150	87	96	62	181	142	147
ENSG00000133597	ADCK2	223	246	273	207	156	181	245	259	239
ENSG00000133606	MKRN1	1860	2360	2162	2069	2232	1814	2584	1055	1921
ENSG00000133612	AGAP3	1863	1597	1561	1938	2006	1713	1331	1881	2058
ENSG00000133619	KRBA1	1822	2019	1061	982	835	1224	1320	606	1203
ENSG00000133624	ZNF767P	586	551	582	416	452	451	522	669	735
ENSG00000133627	ACTR3B	117	102	114	112	103	98	132	247	131
ENSG00000133636	NTS	76	51	49	48	75	53	66	6	69
ENSG00000133639	BTG1	1763	1834	2006	1791	1776	1586	2136	1781	1567
ENSG00000133640	LRRIQ1	7	1	7	6	13	10	10	68	12
ENSG00000133641	C12orf29	139	174	131	70	97	115	174	163	132
ENSG00000133657	ATP13A3	3198	3485	1497	2711	2566	4496	3774	584	3004
ENSG00000133661	SFTPD	3	3	19	12	7	1	5	28	4
ENSG00000133665	DYDC2	1	0	0	2	3	3	1	3	1
ENSG00000133678	TMEM254	74	111	139	83	100	82	137	295	161
ENSG00000133687	TMTC1	1029	1684	1059	858	551	1256	1964	833	1052
ENSG00000133703	KRAS	312	379	326	388	369	370	426	597	496
ENSG00000133704	IPO8	606	698	574	511	434	523	874	691	730
ENSG00000133706	LARS1	1398	1741	1439	1680	1900	1612	2047	2226	1661
ENSG00000133710	SPINK5	1	14	3	7	6	4	6	2	7
ENSG00000133731	IMPA1	231	283	248	242	199	208	335	187	277
ENSG00000133739	LRRCC1	146	130	88	113	141	166	278	286	179
ENSG00000133740	E2F5	208	223	192	235	209	171	241	310	261
ENSG00000133742	CA1	5	0	7	12	5	10	5	3	6
ENSG00000133773	CCDC59	206	202	193	175	225	139	328	225	206
ENSG00000133789	SWAP70	402	476	339	436	359	480	522	519	527
ENSG00000133794	ARNTL	105	173	160	105	86	88	124	72	117
ENSG00000133800	LYVE1	414	308	489	244	362	507	458	151	551
ENSG00000133805	AMPD3	27	54	41	105	76	57	43	258	77
ENSG00000133812	SBF2	725	1091	867	709	638	787	1052	754	835
ENSG00000133816	MICAL2	4074	5038	5636	5480	3964	4500	4440	100	5995
ENSG00000133818	RRAS2	183	158	170	226	225	196	226	186	209
ENSG00000133835	HSD17B4	1292	1419	1161	1131	1263	1277	1584	1786	1376
ENSG00000133858	ZFC3H1	713	862	740	421	474	696	1002	1017	934
ENSG00000133863	TEX15	2	9	3	3	6	2	9	25	15
ENSG00000133872	SARAF	2204	2670	2126	1784	1932	1914	2961	1055	2120
ENSG00000133874	RNF122	446	365	463	376	397	253	238	551	492
ENSG00000133878	DUSP26	1004	883	957	729	798	703	799	103	840
ENSG00000133884	DPF2	1269	1306	1238	1100	1073	941	1247	1222	1303
